Title,Published_date,Views,Likes
Gartner Hype Cycle For Artificial Intelligence 2019,02-02-2020,2404,68
"Is Data Science, Machine Learning, Deep Learning Evergreen Jobs?",01-02-2020,13465,262
Advance House Price Prediction- Exploratory Data Analysis- Part 2,01-02-2020,48307,992
Advance House Price Prediction- Exploratory Data Analysis- Part 1,31-01-2020,140993,1929
How Should You Go Ahead In Preparing Data Science Interviews,30-01-2020,6419,407
How To Decide Whether Data Science Is Right For You?,29-01-2020,29453,748
Tutorial 6- Data Transformation Using QlikSense,29-01-2020,2935,36
Impact Of Artificial Intelligence On HealthCare,28-01-2020,3808,152
Tutorial 5- QlikSense Hubs And Dashboard,28-01-2020,2289,26
Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,27-01-2020,132168,3336
Step By Step Action Plan For Learning Data Science in 2020,26-01-2020,239733,8688
Salary Of Data Scientist In India And US In 2020,25-01-2020,162169,3987
We Reached 100k Subscribers. This Video is Dedicated To You All,25-01-2020,1774,175
Tutorial 4- QlikSense Installation- Business Intelligence,23-01-2020,2400,37
"Tutorial 33- P Value,T test, Correlation Implementation with Python- Hypothesis Testing",23-01-2020,90606,1545
How To Do I Manage My Time Apart from My Professional Life,22-01-2020,4311,230
Tutorial 3- Who are the End Users Of BI Visualization Tools- QlikSense Tutorial,22-01-2020,2022,17
Tutorial 2- Why BI Visualization Tools Are Required?,22-01-2020,4488,68
Tutorial 1- What is Data Visualization and Its Importance?,21-01-2020,16504,229
What is Data Leakage In Machine Learning?,20-01-2020,20285,1156
LiveQ&A,20-01-2020,3200,186
How To Debug Python Code In Spyder IDE,20-01-2020,47739,538
Make_Pipelines using Sklearn- Hyperparameter Tuning - Machine Learning,17-01-2020,2430,74
Tutorial 7: Deploying Machine Learning Models In Azure Cloud,17-01-2020,32055,515
Performing Hyper Parameter Tuning Using Pipeline In Sklearn- Machine Learning,15-01-2020,16335,390
Creating Pipelines Using SKlearn- Machine Learning Tutorial,14-01-2020,57945,1530
Tutorial 6 :Deployment of Machine Learning Models in Google Cloud Platform,12-01-2020,52632,872
"Tutorial 32- All About P Value,T test,Chi Square Test, Anova Test  and When  to Use What?",10-01-2020,305809,6454
Top PGDM Colleges For Data Science In India,10-01-2020,15032,320
Best Python Books To Read In 2020,10-01-2020,5022,165
Colleges For Msc In Data Science and Big Data Analytics In India,09-01-2020,33330,636
Auto Sklearn Tutorial- Quickly Selecting Machine Learning Algorithm and HyperTuning It,09-01-2020,9544,269
Story Telling- Important Aspects In Data Science,08-01-2020,8467,359
"Tutorial 31- Hypothesis Test, Type 1 Error, Type 2 Error",06-01-2020,161981,3518
Ethics And Data Science- Must Read Book For Data Science Aspirants,05-01-2020,3483,166
Best Free Data Sets For Data Science Projects,04-01-2020,17626,694
Best Free Books For Learning Data Science in 2020,04-01-2020,44459,1577
Tutorial 32- Problems In Simple Recurrent Neural Network,03-01-2020,43855,1015
Tutorial 31- Back Propagation In Recurrent Neural Network,02-01-2020,56913,1419
Important Steps To Improve Your Programming Skills,29-12-2019,6944,331
Tutorial 30- Recurrent Neural Network Forward Propogation With Time,27-12-2019,65429,1813
Last Live Q&A Of 2019,27-12-2019,3038,170
The Tree-Based Pipeline Optimization Tool (TPOT) AutoML- Genetic Programming,26-12-2019,6528,216
Tutorial 29- Why Use Recurrent Neural Network and Its Application,25-12-2019,87576,2056
Some Important Suggestions For Data Science Aspirants,25-12-2019,8676,449
"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",23-12-2019,100256,2009
Tutorial 27- Create CNN Model and Optimize using Keras Tuner- Deep Learning,23-12-2019,69980,1177
Should We Use Machine Learning or Deep Learning For Data Science Project?,22-12-2019,16170,785
Machine Learning Project Vs Deep Learning Project,21-12-2019,6949,268
Tutorial 26- Create Image Dataset using Data Augmentation using Keras-Deep Learning-Data Science,21-12-2019,78904,1225
Step By Step Understanding Of Implementing Data Science Project,20-12-2019,51652,2141
Tutorial 25- Data Augmentation In CNN-Deep Learning,19-12-2019,43969,1120
Fresher and Experienced Professional Has This Common Question Regarding Data Science?,18-12-2019,5995,271
Data Science In Cyber Security In 2020,17-12-2019,12426,441
Thank You All For Sharing Your Knowledge,16-12-2019,1720,122
Data Science Q&A LIVE,15-12-2019,4442,262
Best Youtube Channels To Study Data Science For Free,15-12-2019,56768,2999
Various Roles and Responsibilities in Data Science,14-12-2019,2774,134
Tutorial 28- Ridge and Lasso Regression using Python and Sklearn,11-12-2019,73324,1203
Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,10-12-2019,163723,4053
Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,08-12-2019,182428,3910
Data Science General Q&A,08-12-2019,3519,168
"Data Scientist, Domain Expertise, Data Engineer Top Skillsets Based On Gartner Survey",08-12-2019,2472,106
Role of Data Analyst Vs Role of Business Analyst,07-12-2019,4597,191
Data Scientist Vs Machine Learning Researcher Vs Machine Learning Engineer,07-12-2019,3039,137
Perform Web Scraping On Wikipedia- Data Science,05-12-2019,14611,347
Important Points Everybody Should Know While Implementing Data Science Projects,04-12-2019,5407,279
Tutorial 24-Z Score Statistics Data Science,03-12-2019,80040,1789
Air Quality Index Prediction- Data Collection Part 1,03-12-2019,125206,1173
How to Optimize Linked In Profile For Data Scientist Jobs,02-12-2019,8803,329
Tutorial 25- Probability Density function and CDF- EDA-Data Science,30-11-2019,88170,2293
Tutorial 24- Histogram in EDA- Data Science,29-11-2019,45739,983
"Tutorial 23-Univariate, Bivariate and Multivariate Analysis- Part2 (EDA)-Data Science",28-11-2019,80372,1514
"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",27-11-2019,161845,3585
How Can A Non Technical Person Become Data Scientist,27-11-2019,107109,3335
AI VS ML VS DL VS Data Science,26-11-2019,1989894,49165
A/B Testing In Data Science,25-11-2019,29010,702
Word2Vec Easily Explained- Data Science,24-11-2019,93049,1618
Hiring Process Of Data Scientist and Interns,23-11-2019,13519,498
Best Programming Practices For Data Science,22-11-2019,19717,864
MLMINDS Data Science Course Review,21-11-2019,8631,190
What are the Prerequisites To Learn Data Science,21-11-2019,35107,1344
Top 5 Technology To Learn in 2020,20-11-2019,28829,941
Apply Data Science Technique In Your Domain,19-11-2019,2128,116
What Are Data Products?,18-11-2019,4046,175
How To Apply Reverse Engineering To Learn Data Science,17-11-2019,9733,498
How To Become Freelancer Data Scientist,13-11-2019,53217,1915
My Experience In Service Based and Product Based Company,12-11-2019,80754,2782
What Can We Do After Engineering? Career Guidance(MBA or MTech or Masters or UPSC),11-11-2019,4228,211
Tutorial 5- Deployment Of Movie Recommendation Model By My Subscriber In Heroku,11-11-2019,13087,262
Tutorial 24- Max Pooling Layer In CNN,10-11-2019,54203,1388
Tutorial 23- Operation Of CNN(CNN vs ANN),10-11-2019,56784,1608
Reverse Engineering -An Efficient Way To Learn Machine Learning,09-11-2019,7453,293
Machine Learning Researcher Vs Data Scientist,08-11-2019,2297,140
Standardization Vs Normalization- Feature Scaling,07-11-2019,156259,4521
How To Crack Interviews in Product Based Companies Like Amazon or Google,06-11-2019,21130,746
"Tutorial 21- Python OOPS Tutorial- Classes, Variables, Methods and Objects",06-11-2019,47221,967
Business Analyst Vs Data Analyst,05-11-2019,40313,1415
Tutorial 20- How To Import All Important Python Data Science Libraries Using Pyforest,04-11-2019,31302,846
"Skillset Data Scientist, Data Engineer and Domain Expertise Should Be Strong At",04-11-2019,3253,156
Tutorial 19-  Python Iterables vs Iterators,04-11-2019,33073,823
Top 5 Programming Language To Learn in 2020,03-11-2019,10320,352
Tutorial 18- Python Advanced String Formatting,03-11-2019,28991,628
Tutorial 17- Python List Comprehension,03-11-2019,36541,863
My Path Towards 50K Subscribers,02-11-2019,935,91
Why Machine Learning Projects Fail In Production,31-10-2019,5423,287
Tutorial 4- Deployment Of ML Models In AWS EC2 Instance,30-10-2019,70271,1463
Live Q&A,29-10-2019,3255,193
Top 5 Python IDEs For Data Science,28-10-2019,24663,667
Happy Diwali EveryOne- Motivation And Inspiration Is All We Need,27-10-2019,1678,119
How To Review An Online Course For Data Science,26-10-2019,6465,230
Will AutoML Replace Data Scientist Job? Myth,25-10-2019,8439,361
Future Scope Of Data Science,24-10-2019,29364,947
Never Give Up- My Story,23-10-2019,80359,4401
Tutorial 16- Filter Functions In Python,23-10-2019,35443,673
Tutorial 15- Map Functions using Python,22-10-2019,49323,1072
Tutorial 14 - List Comprehension using Python,22-10-2019,2756,78
Tutorial 13- Python Lambda Functions,22-10-2019,42000,946
Non Technical Skills That We Must Have As A Data Scientist,22-10-2019,4078,210
How To Implement A Real World Usecase or Project For Data Science,21-10-2019,8441,450
Steps To Get Jobs as Data Scientist For Freshers and Experienced Professionals,21-10-2019,7109,296
"Tutorial 12- Python Functions, Positional and Keywords Arguments",20-10-2019,47158,868
My Path From Dot Net Developer To Data Scientist- Motivation,19-10-2019,21740,748
Automated Machine Learning In Python (Automl),18-10-2019,14829,515
Top 3 Skillset In Data Science That We Should Have,17-10-2019,9884,470
How To Go Ahead in Writing Research Papers,16-10-2019,17374,724
How To Apply And Get Internship For Data Science Opportunities,11-10-2019,53120,2445
Fast.ai Course and Why We Should Learn It?,10-10-2019,24527,827
How Did I Learn Deep Learning in 2.5 months?,09-10-2019,32740,1306
Live Q&A- Answering your Questions.,08-10-2019,3853,234
Why Data Structures Are Important For Every Programmer?,07-10-2019,32101,1745
Why Data Scientist Require Knowledge In Linux OS?,05-10-2019,12487,577
Tutorial 3- Deployment of NLP Model in Heroku Cloud,05-10-2019,26370,475
Flask Vs Django and When Should You Use What?,04-10-2019,73117,2691
Why Are You Not Getting Interview Calls for Data Science?,03-10-2019,20812,965
Live Q&A.,02-10-2019,3640,247
"Tutorial 10- Seaborn- Countplot(), Violinplot(), Boxplot()- Part2",02-10-2019,51762,987
"Tutorial 9- Seaborn Tutorial- Distplot, Joinplot, Pairplot  Part 1",02-10-2019,77424,1468
Tutorial 8- Matplotlib (Simple Visualization Library),02-10-2019,77129,1308
"Tutorial 7- Pandas-Reading JSON,Reading HTML, Read PICKLE, Read EXCEL Files- Part 3",30-09-2019,67058,1317
Why and When Should we Perform Feature Normalization?,30-09-2019,14467,579
"Tutorial 6- Pandas,Reading CSV files With Various Parameters- Part 2",29-09-2019,99504,1902
Best Laptop Configuration For Learning Machine Learning and Deep Learning,28-09-2019,112056,3536
How to Prepare For Data Science Interviews,27-09-2019,33011,1191
"Tutorial 5- Pandas, Data Frame and Data Series Part-1",26-09-2019,110045,2310
How To Become Expertise in Exploratory Data Analysis,25-09-2019,96860,3503
Tutorial 4 - Numpy and Inbuilt Functions Tutorial,25-09-2019,143840,2306
"Tutorial 3- Python Sets, Dictionaries and Tuples",24-09-2019,101560,1563
Tutorial 2 - Python List  and Boolean Variables,24-09-2019,148851,2129
Tutorial 1- Anaconda Installation and Python Basics,23-09-2019,270160,3047
Selecting YouTube As A Career Option? Is It Worth?,19-09-2019,3182,158
How Did I Learn Machine Learning in 3 Months,18-09-2019,318134,11507
Detailed Salary Comparison Between Data Analyst and Data Scientist,17-09-2019,28664,658
Kaggle Competition- Dengue or Malaria Prediction Using Transfer Learning VGG19,17-09-2019,8411,134
Salary Comparison Between Data Scientist vs Software Engineer,16-09-2019,72619,1813
Kaggle Competition- Predicting PIMA Diabetes Prediction using Machine Learning,16-09-2019,14844,296
Live Q&A Internship Opportunities,15-09-2019,4723,395
Kaggle Competition- Implement A DNA Classifier using NLP,14-09-2019,9820,257
Kaggle Competition- Predict Stock Price Movement Based On News Headline using NLP,14-09-2019,47813,1079
Statistics-Finding Outliers in Dataset using Z- score and IQR,13-09-2019,61772,1495
Featuring Engineering- How To Handle Ordinal Categories(Ordinal Encoding),13-09-2019,24758,470
Statistics- What is Pearson Correlation Coefficient? Difference between Correlation and Covariance,12-09-2019,141689,3719
Featuring Engineering- Handle Categorical Features Many Categories(Count/Frequency Encoding),12-09-2019,46432,1160
Skills Required To Become A Data Analyst and a Data Scientist,11-09-2019,18308,674
Kaggle Competition- I Used Deep Learning Technique and did the Accuracy Increase? Part 3,10-09-2019,13073,234
Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2,09-09-2019,35839,637
Kaggle Competition - House Prices: Advanced Regression Techniques Part1,08-09-2019,177071,2952
Various Roles and Responsibilities in Data Science,08-09-2019,8434,363
Live Q&A (Discussion Regarding Upcoming Videos),07-09-2019,2893,198
Machine Learning Engineer VS Data Scientist,05-09-2019,31937,1108
STATISTICS- Chebyshev's InEquality,05-09-2019,62677,1211
STATISTICS- What is Central Limit Theorem?,04-09-2019,93979,2122
STATISTICS- Gaussian/ Normal Distribution,04-09-2019,86837,2086
STATISTICS- PERCENTILES and QUANTILES,03-09-2019,51601,1322
STATISTICS-  Population VS Sample and it's Importance,03-09-2019,57918,1620
Guidelines To Prepare Resume For Data Scientist Role,02-09-2019,24293,850
STATISTICS- What are Random Variables and It's Types and its Importance?,02-09-2019,56885,1540
STATISTICS- Variance and Standard Devation,01-09-2019,130764,2633
"STATISTICS- Mean, Median And Mode Explained Easily",01-09-2019,130080,3119
Saturday Live Q&A,31-08-2019,3196,193
What is AdaBoost (BOOSTING TECHNIQUES),31-08-2019,157394,3234
Why Python is the Best Programming Language For Machine Learning?,30-08-2019,77169,2222
How To Get Data Science Jobs For Freshers,29-08-2019,124442,4477
Online Courses for Data Science Specialization,28-08-2019,224680,7861
How To Learn Data Science by Self Study and For Free,27-08-2019,467996,25044
Do We Require Master OR PHD to Become Data Scientist?,27-08-2019,11771,506
Answering Your Questions and Some More Updates,26-08-2019,7965,337
Tutorial 2- Deployment of ML models in Heroku using FLASK,25-08-2019,120986,2930
Tutorial 1- Deployment of Models- Premises VS IAAS vs PAAS cloud Platforms,25-08-2019,86388,1420
How To Apply Data Science In Your Domain?,24-08-2019,4879,202
Tutorial 43-Random Forest Classifier and Regressor,24-08-2019,206697,8119
Important Tools and Libraries Used By Data Scientist,23-08-2019,18403,690
Tutorial 42 - Ensemble: What is Bagging (Bootstrap Aggregation)?,23-08-2019,143298,4361
How To Learn Data Science Smartly?,22-08-2019,1224517,41469
Tutorial 22- Padding in Convolutional Neural Network,21-08-2019,62882,1682
The Role of Maths in Data Science and How to Learn?,21-08-2019,92287,3627
Tutorial 21- What is Convolution operation in CNN?,20-08-2019,106750,2478
Tutorial 20- Convolution Neural Network vs Human Brain,20-08-2019,42572,963
How To Handle Missing Values in Categorical Features,20-08-2019,60339,1693
Cosine Similarity and Cosine Distance,19-08-2019,59592,2038
Euclidean Distance and Manhattan Distance,19-08-2019,132978,5224
Why Do I Teach? Motivations,17-08-2019,4121,257
Data Engineer vs Data Analyst vs Data Scientist,17-08-2019,164404,5245
What Do A Data Scientist Do?,16-08-2019,27160,969
Why Do We Need to Perform Feature Scaling?,15-08-2019,79922,2255
Different Types of Feature Engineering Encoding Techniques,15-08-2019,114962,3261
How to Crack Data Science Interviews- Motivations,14-08-2019,56229,1834
What should be your Salary Expectation as a Data Scientist?,13-08-2019,93924,1588
Step By Step Transition Towards Data Science,12-08-2019,129849,4406
Tutorial 37: Entropy In Decision Tree Intuition,11-08-2019,154965,2622
Feature Engineering-How to Perform One Hot Encoding for Multi Categorical Variables,10-08-2019,148248,2157
Complete Life Cycle of a Data Science Project,10-08-2019,36446,1218
My Path on Becoming a Data Scientist- Motivation,09-08-2019,147068,4151
Train Test Split vs K Fold vs Stratified K fold Cross Validation,08-08-2019,44055,868
What is Cross Validation and its types?,08-08-2019,120056,3391
Tutorial 19- Training Artificial Neural Network using Google Colab GPU,07-08-2019,50761,958
Tutorial 18- Hyper parameter Tuning To Decide Number of Hidden Layers in Neural Network,06-08-2019,52557,968
Tutorial 17- Create Artificial Neural Network using Weight Initialization Tricks,05-08-2019,70873,1430
Tutorial 5- Content Based Recommendation System,04-08-2019,37157,563
Tutorial 4- Book Recommendation using Collaborative Filtering,03-08-2019,26031,387
Tutorial 16- AdaDelta and RMSprop optimizer,02-08-2019,41966,1030
Tutorial 3- Book Recommendation System using Pearson Correlation,02-08-2019,18213,355
Tutorial 2-  Creating Recommendation Systems using Nearest Neighbors,01-08-2019,38318,650
Tutorial 1- Weighted hybrid technique for Recommender system,31-07-2019,60906,816
Tutorial 15- Adagrad Optimizers in Neural Network,31-07-2019,52296,1556
Tutorial 14- Stochastic Gradient Descent with Momentum,30-07-2019,61116,1619
Tutorial 13- Global Minima and Local Minima in Depth Understanding,29-07-2019,51332,1266
Tutorial 12- Stochastic Gradient Descent vs Gradient Descent,28-07-2019,99053,2399
Python Application to Track Amazon Product Prices,27-07-2019,6285,139
Recommendation Systems using Machine Learning,26-07-2019,59162,1138
Tutorial 11- Various Weight Initialization Techniques in Neural Network,26-07-2019,65771,1573
Tutorial 10- Activation Functions Rectified Linear Unit(relu) and Leaky Relu Part 2,25-07-2019,82379,1327
Tutorial 9- Drop Out Layers in Multi Neural Network,24-07-2019,82168,2235
Tutorial 8- Exploding Gradient Problem in Neural Network,23-07-2019,71076,1957
Tutorial 7- Vanishing Gradient Problem,22-07-2019,100625,2478
Tutorial 6-Chain Rule of Differentiation with BackPropagation,19-07-2019,90774,2320
Tutorial 5- How to train MultiLayer Neural Network and Gradient Descent,18-07-2019,108200,2949
Tutorial 4: How to train Neural Network with BackPropogation,18-07-2019,111979,2844
Tutorial 3-Activation Functions Part-1,17-07-2019,110008,2237
Tutorial 2- How does Neural Network Work,17-07-2019,107862,1684
Tutorial 1- Introduction to Neural Network and Deep Learning,17-07-2019,232419,3459
Malaria Disease Detection using Deep Learning,15-07-2019,14088,242
How to Read Dataset in Google Colab from Google Drive,14-07-2019,143165,2078
Finding an outlier in a dataset using Python,13-07-2019,76223,1593
Diabetes Prediction using Machine Learning from Kaggle,12-07-2019,68976,1291
How to choose number of hidden layers and nodes in Neural Network,11-07-2019,48586,783
"Why, How and When to Scale Features in Machine Learning?",10-07-2019,19816,530
Credit card Risk Assessment using Machine Learning,09-07-2019,14261,259
DNA Sequencing Classifier using  Machine Learning,28-06-2019,18488,402
Tutorial 46-Handling imbalanced Dataset using python- Part 2,27-06-2019,43698,1081
Tutorial 45-Handling imbalanced Dataset  using python- Part 1,27-06-2019,73758,1264
Hyperparameter Optimization for Xgboost,26-06-2019,70339,1431
Credit Card Fraud Detection using Machine Learning from Kaggle,25-06-2019,112849,1688
Voting Classifier(Hard Voting and Soft Voting Classifier),25-06-2019,10489,234
Random Forest(Bootstrap Aggregation) Easily Explained,24-06-2019,20077,393
Stock Sentiment Analysis using News Headlines,23-06-2019,20387,399
Predicting Lungs Disease using Deep Learning,22-06-2019,34509,736
Predicting Heart Disease using Machine Learning,21-06-2019,80120,1429
K Nearest Neighbour Easily Explained with Implementation,18-06-2019,144601,2631
How to Visualize Multiple Linear Regression in python,18-06-2019,21714,229
Deployment of Deep Learning Model using Flask,17-06-2019,48154,831
Deploy Machine Learning Model using Flask,16-06-2019,177741,3219
Handling Missing Data Easily Explained| Machine Learning,15-06-2019,80097,1662
Cross Validation using sklearn and python | Machine Learning,13-06-2019,7016,156
Tutorial 29-R square and Adjusted R square Clearly Explained| Machine Learning,12-06-2019,85525,1857
Feature Selection Techniques Easily Explained | Machine Learning,11-06-2019,132208,3075
Curse of Dimensionality Easily explained| Machine Learning,10-06-2019,31260,690
DBSCAN Clustering Easily Explained with Implementation,05-06-2019,86763,1862
Machine Learning Algorithm- Which one to choose for your Problem?,30-05-2019,93659,3386
Handle Categorical features using Python,24-05-2019,24250,509
Linear Regression Mathematical Intuition,01-05-2019,16495,301
How to switch your career to Data Science.,12-04-2019,17650,427
Setting up Raspberry pi 3 B+,05-04-2019,8930,114
Deep Learning in Medical Science,04-04-2019,48490,313
How we can apply Machine Learning in Finance,03-04-2019,12521,240
Complete Life Cycle of a Data Science Project,27-03-2019,58729,934
Draw rectangle from webcam and sketch process it on a live feed,03-03-2019,6738,107
Unlock Your Application With Your Face using OpenCV,26-02-2019,11549,259
Gender Classifier and Age Estimator using Resnet Convolution Neural Network,25-02-2019,31534,464
Implement Transfer Learning with a generic Code Template,21-02-2019,4986,106
Hierarchical Clustering intuition,14-02-2019,39119,797
Create custom Alexa Skill- Lambda function- Part2,14-02-2019,2819,27
Create custom Alexa Skill- Intent Interface- Part1,14-02-2019,8192,75
K Means Clustering Intuition,13-02-2019,87036,1645
K Nearest Neighbor classification with Intuition and practical solution,12-02-2019,85446,1877
RandomizedSearchCV- Select the best hyperparameter for any Classification Model,09-02-2019,23272,430
GridSearchCV- Select the best hyperparameter for any Classification Model,08-02-2019,59763,1378
Artificial Neural Network for Customer's Exit Prediction from Bank,06-02-2019,12615,225
"Precision, Recall and F1-Score",05-02-2019,46675,776
"TPR,FPR,FNR,TNR, Confusion Matrix",04-02-2019,41200,987
Movie Recommender System using Python,02-02-2019,110462,2257
Dimensional Reduction| Principal Component Analysis,02-02-2019,90214,1959
Multiple Linear Regression using python and sklearn,31-01-2019,99213,2168
OpenPose Tutorial with Tensorflow,23-01-2019,16396,133
Using OpenFace for Face recognition in Keras,22-01-2019,6503,38
"Reading, Writing and Displaying images with Opencv| OpenCV Tutorial",19-01-2019,13259,191
OpenCV Installation | OpenCV tutorial,19-01-2019,30957,277
Face and Eye Detection from Images using HAAR Cascade Classifier,19-01-2019,14152,191
Car Detection using HAAR Cascade and Opencv from Videos.,19-01-2019,9004,116
Pedestrian Detection using OpenCV from Videos,19-01-2019,9781,140
Face and Eye Detection from Videos using HAAR Cascade Classifier,19-01-2019,13039,218
Face Recognition using open CV and VGG 16 Transfer Learning,18-01-2019,21069,326
Tutorial 11-Exploratory Data Analysis(EDA) of Titanic dataset,17-01-2019,174173,3699
Implementing a Spam classifier in python| Natural Language Processing,14-01-2019,67403,1572
Tutorial 44-Balanced vs Imbalanced Dataset and how to handle Imbalanced Dataset,11-01-2019,31743,712
"Confusion matrix, Precision, Recall| Data Science Interview questions",10-01-2019,24039,540
"CBSE to introduce artificial intelligence courses in classes 8, 9, 10",06-01-2019,1299,11
Covariance in Statistics,05-01-2019,90759,2066
Log Normal Distribution in Statistics,05-01-2019,96779,1539
Natural Language Processing|TF-IDF for Machine Learning| Text Prerocessing,04-01-2019,54425,1361
Gaussian distribution or Normal Distribution in statisctics,03-01-2019,79883,1691
Natural Language Processing|BagofWords,03-01-2019,57061,1319
Natural Language Processing|Lemmatization,02-01-2019,46578,794
Natural Language Processing|Stemming,01-01-2019,57406,1056
Natural Language Processing|Tokenization,01-01-2019,114807,1877
Population vs Sample in Statistics,31-12-2018,143281,1600
How to select the best model using cross validation in python,04-09-2018,43789,1073
Computer Vision using Microsoft Cognitive Services for Images,25-07-2018,13349,154
Principle Component Analysis (PCA) using sklearn and python,02-07-2018,103617,1997
PySpark Tutorial for Beginners | Apache Spark with Python -Linear Regression Algorithm,06-06-2018,33192,554
Creating a Dataset and training an Artificial Neural Network with Keras,25-02-2018,19085,183
Artificial Neural Network Intuition,24-02-2018,26894,171
Create an Artifical Neural Network using Keras in 5 minutes,22-02-2018,7187,67
Important libraries used in python Data Science- Machine Learning Tutorial with Python and R-Part 4,26-11-2017,16567,143
Anaconda installation with Packages- Machine Learning Tutorial with Python and R-Part 3,26-11-2017,69721,312
What is Supervised Machine Learning- Machine Learning Tutorial with Python and R-Part 2,26-11-2017,27027,312
What is Machine Learning in Data Science- Machine Learning Tutorial with Python and R-Part 1,25-11-2017,104754,633
Maeri unplugged by Krish and band,01-06-2014,4364,117
